"canceled_service","senior_citizen","spouse_partner","dependents","cellular_service","avg_call_mins","avg_intl_mins","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_bill","payment_method","months_with_company","monthly_charges"
"no","no","no","no","multiple_lines",290,103,"digital","no","no","yes","no","yes","yes","month_to_month","no","bank_draft",12,74.75
"yes","yes","no","no","multiple_lines",471,133,"fiber_optic","yes","yes","yes","no","no","no","month_to_month","no","credit_card",30,91.7
"no","no","no","no","multiple_lines",383,108,"digital","yes","yes","yes","yes","no","no","one_year","no","credit_card",59,79.85
"no","no","yes","yes","single_line",418,117,"digital","yes","yes","yes","yes","no","yes","month_to_month","no","bank_draft",32,76.3
"yes","no","no","no","single_line",236,98,"fiber_optic","no","no","yes","yes","no","yes","month_to_month","yes","mailed_check",6,99.95
"yes","no","no","no","multiple_lines",244,48,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",20,88.7
"no","no","no","no","multiple_lines",388,103,"fiber_optic","yes","yes","yes","yes","yes","yes","one_year","yes","bank_draft",71,116.3
"no","no","no","no","single_line",456,97,"fiber_optic","yes","no","yes","no","yes","no","one_year","yes","credit_card",23,99.95
"yes","no","no","no","single_line",321,74,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,79.7
"no","yes","no","no","multiple_lines",282,165,"digital","no","yes","no","no","no","yes","month_to_month","yes","credit_card",2,56.55
"no","no","yes","no","multiple_lines",422,78,"fiber_optic","no","yes","yes","yes","yes","yes","one_year","yes","credit_card",65,108.05
"no","no","no","no","single_line",330,132,"digital","no","no","yes","yes","yes","no","one_year","no","credit_card",1,74.1
"no","no","yes","no","multiple_lines",405,127,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","no","bank_draft",52,94.6
"yes","no","no","no","multiple_lines",455,116,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",9,94.75
"no","no","yes","no","single_line",251,88,"fiber_optic","yes","yes","yes","yes","yes","yes","two_year","yes","electronic_check",67,111.05
"no","no","no","no","multiple_lines",343,145,"digital","yes","no","yes","yes","no","yes","one_year","yes","credit_card",50,82.5
"no","no","no","yes","multiple_lines",293,130,"fiber_optic","no","yes","no","yes","yes","yes","one_year","yes","bank_draft",67,106.6
"no","yes","no","no","multiple_lines",379,104,"fiber_optic","no","yes","no","yes","no","no","month_to_month","yes","bank_draft",57,104.9
"no","no","yes","no","single_line",227,112,"digital","no","yes","yes","yes","no","yes","two_year","no","mailed_check",14,81.95
"no","no","yes","yes","multiple_lines",328,121,"digital","no","no","no","no","no","yes","month_to_month","no","bank_draft",31,59.7
"no","no","yes","yes","multiple_lines",442,190,"fiber_optic","yes","yes","yes","yes","no","yes","two_year","no","credit_card",65,94.55
"yes","no","yes","no","multiple_lines",468,58,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",55,77.75
"no","no","yes","yes","single_line",409,75,"digital","no","no","no","no","no","no","month_to_month","yes","electronic_check",21,44.95
"no","no","no","no","multiple_lines",405,150,"fiber_optic","yes","no","yes","no","yes","yes","month_to_month","yes","credit_card",15,84.35
"yes","yes","yes","no","multiple_lines",363,98,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","electronic_check",24,104.25
"yes","no","yes","yes","multiple_lines",437,80,"fiber_optic","yes","no","yes","no","yes","no","one_year","yes","mailed_check",33,103.7
"no","yes","yes","yes","multiple_lines",224,132,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","credit_card",59,88.75
"yes","no","no","no","single_line",267,95,"fiber_optic","yes","no","no","no","yes","no","month_to_month","no","electronic_check",15,86.2
"yes","yes","yes","no","multiple_lines",398,138,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",10,86.65
"yes","no","yes","no","single_line",342,51,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",1,69.15
"no","no","no","no","multiple_lines",374,103,"fiber_optic","no","no","yes","yes","no","yes","month_to_month","yes","bank_draft",18,95.05
"yes","yes","no","no","multiple_lines",524,123,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",37,101.1
"yes","yes","no","no","single_line",342,68,"fiber_optic","no","no","yes","no","yes","no","month_to_month","no","electronic_check",6,74.4
"yes","no","no","no","single_line",203,120,"fiber_optic","no","no","no","no","yes","no","month_to_month","no","electronic_check",4,77.85
"no","no","yes","yes","multiple_lines",355,124,"digital","yes","yes","no","yes","no","yes","two_year","yes","credit_card",8,76.15
"no","no","no","no","single_line",332,86,"digital","yes","no","no","yes","yes","yes","month_to_month","no","bank_draft",8,66.05
"no","no","yes","no","single_line",224,36,"digital","no","yes","no","yes","no","yes","month_to_month","yes","electronic_check",27,53.8
"no","no","no","no","single_line",374,68,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",3,80.35
"yes","no","yes","yes","single_line",230,73,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",1,69.8
"no","no","yes","yes","multiple_lines",353,114,"digital","no","yes","no","no","no","no","month_to_month","no","electronic_check",28,64.4
"no","yes","no","no","multiple_lines",428,155,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",16,74.45
"no","no","no","no","single_line",357,93,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","mailed_check",13,81.9
"no","no","yes","yes","single_line",338,112,"digital","yes","yes","yes","yes","yes","yes","two_year","no","mailed_check",66,65.85
"no","no","yes","no","single_line",461,144,"fiber_optic","no","no","no","yes","no","no","month_to_month","no","bank_draft",28,76.55
"no","no","yes","no","multiple_lines",340,172,"digital","no","no","no","no","no","no","month_to_month","yes","electronic_check",15,51.1
"no","no","yes","no","multiple_lines",302,53,"fiber_optic","no","no","yes","no","yes","no","month_to_month","no","credit_card",31,88.65
"yes","no","no","no","single_line",243,85,"fiber_optic","no","no","no","no","yes","no","month_to_month","no","bank_draft",12,78.1
"no","no","no","no","multiple_lines",366,89,"digital","yes","no","yes","no","no","no","one_year","yes","electronic_check",23,78.55
"no","no","no","no","multiple_lines",291,132,"fiber_optic","yes","yes","no","no","no","yes","one_year","no","bank_draft",47,94.8
"yes","no","yes","no","multiple_lines",351,82,"fiber_optic","yes","no","yes","no","yes","yes","two_year","yes","credit_card",66,106.05
"no","yes","yes","no","single_line",323,145,"digital","yes","yes","no","no","no","no","month_to_month","yes","bank_draft",16,54.55
"yes","no","no","no","single_line",421,68,"digital","no","no","no","no","yes","yes","month_to_month","yes","mailed_check",1,44.45
"no","no","yes","yes","multiple_lines",404,84,"fiber_optic","no","yes","yes","yes","no","no","month_to_month","no","credit_card",33,88.6
"no","no","no","no","multiple_lines",369,98,"digital","no","yes","no","no","no","yes","one_year","yes","credit_card",41,56.3
"no","no","yes","yes","single_line",379,97,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",5,80.85
"no","no","no","no","single_line",320,98,"digital","yes","no","no","no","yes","yes","month_to_month","yes","electronic_check",22,49.8
"no","no","yes","no","single_line",382,96,"fiber_optic","yes","yes","no","yes","no","yes","month_to_month","yes","electronic_check",20,96.55
"yes","yes","no","no","single_line",252,57,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",2,79.75
"yes","no","yes","yes","single_line",276,76,"digital","no","yes","no","yes","yes","no","one_year","yes","bank_draft",41,66.5
"no","no","yes","yes","single_line",303,74,"digital","yes","yes","no","yes","no","no","one_year","yes","mailed_check",23,57.75
"no","no","yes","no","multiple_lines",329,176,"fiber_optic","no","yes","no","no","yes","yes","two_year","yes","credit_card",72,97.7
"no","no","no","no","single_line",178,110,"digital","yes","no","yes","yes","no","no","two_year","no","bank_draft",45,81.65
"yes","no","yes","yes","multiple_lines",405,82,"digital","yes","no","no","no","yes","yes","month_to_month","no","electronic_check",24,54.75
"no","no","no","no","multiple_lines",331,92,"fiber_optic","no","no","yes","no","no","yes","one_year","yes","electronic_check",46,101.1
"yes","yes","no","no","single_line",312,38,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",1,70.55
"no","no","no","no","multiple_lines",341,113,"fiber_optic","no","yes","yes","no","yes","no","two_year","yes","bank_draft",72,100.9
"no","no","yes","yes","multiple_lines",167,92,"digital","yes","yes","no","yes","yes","no","two_year","no","credit_card",45,73.85
"no","no","yes","yes","multiple_lines",284,116,"fiber_optic","no","yes","yes","no","no","no","two_year","yes","credit_card",68,84.4
"no","no","yes","no","multiple_lines",395,161,"fiber_optic","no","no","yes","no","no","yes","two_year","yes","electronic_check",72,97.85
"no","no","no","no","single_line",201,79,"digital","no","no","yes","yes","no","no","month_to_month","no","mailed_check",1,55.05
"no","no","yes","no","multiple_lines",370,170,"fiber_optic","no","no","no","yes","yes","no","month_to_month","yes","bank_draft",35,89.85
"no","no","no","no","single_line",311,95,"digital","no","no","yes","yes","no","no","month_to_month","yes","electronic_check",59,64.65
"no","no","yes","no","multiple_lines",276,163,"fiber_optic","no","yes","yes","yes","no","yes","one_year","yes","bank_draft",53,111.8
"no","no","no","no","multiple_lines",297,79,"digital","yes","yes","yes","no","no","no","one_year","yes","credit_card",48,83.45
"no","yes","yes","no","multiple_lines",384,94,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","yes","electronic_check",23,104.45
"yes","no","no","no","single_line",337,74,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","credit_card",38,84.25
"no","no","yes","no","single_line",332,61,"digital","no","no","yes","yes","no","no","month_to_month","yes","electronic_check",12,74.15
"no","yes","no","no","single_line",366,91,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",6,74.1
"yes","no","yes","yes","single_line",295,150,"fiber_optic","yes","no","no","no","yes","yes","month_to_month","no","electronic_check",13,84.05
"yes","no","no","no","single_line",350,40,"fiber_optic","no","no","yes","yes","no","no","month_to_month","yes","electronic_check",12,89.4
"no","no","yes","yes","multiple_lines",262,137,"fiber_optic","no","yes","yes","yes","yes","yes","two_year","yes","bank_draft",72,112.25
"no","no","no","no","multiple_lines",420,110,"digital","no","no","no","no","no","no","month_to_month","yes","electronic_check",3,60.25
"no","no","no","no","single_line",307,117,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","mailed_check",3,69.6
"no","no","yes","yes","multiple_lines",359,103,"digital","yes","yes","yes","no","no","no","one_year","yes","credit_card",68,73
"no","no","no","no","multiple_lines",324,119,"fiber_optic","yes","yes","yes","no","yes","yes","month_to_month","no","credit_card",63,108.25
"no","no","no","no","single_line",191,127,"digital","no","yes","no","yes","yes","no","month_to_month","yes","mailed_check",12,53.75
"yes","no","no","no","multiple_lines",339,108,"fiber_optic","no","no","yes","no","no","yes","month_to_month","no","credit_card",9,98.3
"no","no","yes","yes","multiple_lines",368,94,"fiber_optic","yes","yes","yes","no","no","no","two_year","yes","electronic_check",68,110.2
"no","yes","yes","no","multiple_lines",458,97,"fiber_optic","no","no","yes","no","yes","yes","one_year","yes","electronic_check",31,90.7
"no","no","no","no","multiple_lines",455,156,"fiber_optic","no","yes","yes","yes","no","yes","two_year","yes","bank_draft",69,110.5
"no","yes","yes","yes","multiple_lines",328,122,"digital","yes","yes","yes","no","yes","no","two_year","yes","bank_draft",50,75.15
"no","yes","yes","no","single_line",353,118,"fiber_optic","yes","no","yes","yes","no","no","one_year","yes","bank_draft",52,104.45
"no","no","yes","no","single_line",299,79,"digital","yes","yes","no","yes","no","yes","one_year","yes","bank_draft",51,60.5
"yes","no","yes","no","multiple_lines",393,141,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",3,75.85
"no","no","no","no","single_line",381,101,"fiber_optic","yes","yes","yes","yes","no","no","one_year","yes","credit_card",43,90.65
"yes","yes","yes","no","multiple_lines",394,99,"fiber_optic","yes","no","yes","no","no","no","month_to_month","yes","bank_draft",51,93.8
"no","no","yes","yes","single_line",196,72,"digital","no","no","no","no","yes","yes","month_to_month","no","mailed_check",4,45.25
"no","no","no","no","multiple_lines",539,102,"fiber_optic","no","no","yes","no","no","yes","two_year","yes","electronic_check",60,89.55
"no","no","yes","yes","multiple_lines",421,95,"fiber_optic","no","yes","no","yes","yes","yes","month_to_month","yes","bank_draft",52,93.25
"no","no","yes","yes","multiple_lines",439,109,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",57,74.3
"yes","no","no","no","single_line",447,109,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",13,91.1
"no","no","yes","no","multiple_lines",459,92,"fiber_optic","yes","yes","no","no","yes","yes","one_year","yes","credit_card",51,96.4
"no","no","no","no","single_line",350,95,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",3,70.25
"yes","no","no","no","multiple_lines",299,88,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",10,74.75
"no","no","no","no","single_line",359,127,"digital","yes","yes","no","yes","yes","no","one_year","no","credit_card",17,79.85
"no","no","yes","no","single_line",168,80,"fiber_optic","yes","yes","no","no","yes","yes","month_to_month","no","electronic_check",2,90.35
"no","no","yes","yes","single_line",155,77,"digital","yes","no","no","no","no","yes","month_to_month","yes","mailed_check",5,49.4
"no","no","yes","no","multiple_lines",411,52,"fiber_optic","yes","yes","no","yes","yes","yes","two_year","yes","bank_draft",72,100.55
"no","no","yes","yes","single_line",276,116,"digital","yes","no","yes","no","no","yes","one_year","no","credit_card",33,74.75
"yes","no","no","no","single_line",417,96,"digital","yes","no","no","no","yes","yes","month_to_month","yes","electronic_check",8,49.85
"no","no","yes","yes","multiple_lines",342,94,"digital","yes","yes","yes","yes","no","no","two_year","no","bank_draft",71,86.85
"no","no","no","no","single_line",224,125,"digital","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,55.45
"no","no","yes","yes","multiple_lines",306,116,"digital","yes","yes","yes","yes","no","no","two_year","yes","mailed_check",47,90.5
"yes","yes","yes","no","multiple_lines",341,68,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","bank_draft",5,79.9
"no","no","yes","no","single_line",288,108,"digital","yes","no","no","yes","yes","no","two_year","no","mailed_check",8,65.5
"no","yes","yes","no","multiple_lines",321,112,"fiber_optic","no","no","no","yes","no","no","month_to_month","yes","electronic_check",60,99
"no","no","no","no","single_line",418,130,"fiber_optic","yes","no","yes","no","no","yes","one_year","yes","electronic_check",10,98.9
"yes","no","yes","yes","single_line",493,78,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","credit_card",16,89.45
"yes","no","yes","yes","single_line",402,132,"digital","no","yes","no","yes","no","yes","month_to_month","no","electronic_check",22,55.15
"no","no","no","no","single_line",411,123,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","no","electronic_check",18,77.8
"yes","no","yes","no","multiple_lines",329,89,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","credit_card",3,74.1
"yes","no","no","no","multiple_lines",420,142,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","credit_card",1,100.25
"yes","yes","yes","no","single_line",118,54,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",12,80.45
"yes","no","yes","yes","multiple_lines",449,114,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","no","bank_draft",70,93.9
"yes","no","yes","no","multiple_lines",485,75,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","credit_card",3,91.5
"no","no","no","no","multiple_lines",395,151,"digital","yes","yes","no","yes","yes","no","two_year","no","mailed_check",47,74.05
"yes","yes","yes","no","multiple_lines",322,83,"fiber_optic","no","yes","no","no","yes","yes","one_year","yes","credit_card",54,101.5
"no","no","yes","yes","multiple_lines",356,107,"digital","yes","yes","yes","yes","yes","no","two_year","no","credit_card",72,89.7
"no","yes","no","no","multiple_lines",363,159,"fiber_optic","yes","no","yes","yes","yes","no","two_year","no","credit_card",57,101.3
"no","no","yes","yes","single_line",360,131,"digital","yes","yes","yes","no","yes","no","two_year","no","electronic_check",52,79.2
"no","no","yes","no","multiple_lines",222,164,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","bank_draft",71,116.1
"no","no","no","no","multiple_lines",352,170,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","bank_draft",26,100.5
"yes","yes","no","no","single_line",341,132,"digital","yes","no","yes","no","yes","no","month_to_month","yes","electronic_check",1,55.8
"no","no","yes","yes","multiple_lines",352,123,"fiber_optic","yes","yes","yes","no","no","yes","one_year","yes","bank_draft",41,101.6
"yes","no","no","no","multiple_lines",314,76,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",3,85.3
"yes","no","yes","yes","multiple_lines",379,90,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","bank_draft",9,85.35
"yes","no","no","no","single_line",393,41,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",1,74.35
"yes","no","yes","no","multiple_lines",326,84,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",32,78.9
"no","yes","yes","no","single_line",212,88,"fiber_optic","no","no","yes","yes","yes","yes","one_year","yes","electronic_check",54,99.1
"no","no","no","no","single_line",339,83,"fiber_optic","no","yes","no","yes","yes","no","month_to_month","yes","mailed_check",23,79.1
"no","no","yes","yes","multiple_lines",484,151,"fiber_optic","no","yes","no","yes","no","no","one_year","no","bank_draft",51,84.2
"yes","no","yes","yes","single_line",316,72,"fiber_optic","no","no","yes","no","yes","no","one_year","yes","electronic_check",33,93.8
"no","no","no","no","single_line",351,114,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","mailed_check",7,69.9
"no","no","yes","no","multiple_lines",400,53,"digital","no","yes","no","no","yes","no","month_to_month","no","electronic_check",25,54.1
"yes","yes","yes","no","single_line",425,92,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","mailed_check",7,70.1
"no","no","no","yes","multiple_lines",473,71,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","bank_draft",41,88.5
"no","no","yes","yes","multiple_lines",372,112,"digital","yes","yes","yes","yes","no","no","two_year","no","bank_draft",72,80.2
"yes","yes","yes","yes","multiple_lines",318,118,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","credit_card",40,94.55
"no","no","no","no","single_line",219,86,"digital","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",12,49.4
"no","no","no","no","single_line",218,126,"digital","no","yes","no","yes","yes","no","one_year","no","electronic_check",43,55.45
"no","no","no","no","multiple_lines",417,64,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",33,100
"yes","yes","no","no","multiple_lines",447,104,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","electronic_check",20,94.1
"yes","no","no","no","multiple_lines",401,106,"digital","no","no","yes","no","yes","yes","month_to_month","yes","credit_card",16,65.2
"no","no","no","no","multiple_lines",424,89,"fiber_optic","no","no","yes","no","yes","no","month_to_month","no","bank_draft",17,80.05
"yes","yes","no","no","single_line",300,72,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",17,45.05
"no","no","yes","no","single_line",259,67,"digital","yes","yes","yes","yes","yes","no","two_year","yes","mailed_check",69,84.7
"no","no","no","no","single_line",371,113,"digital","yes","yes","no","yes","yes","no","one_year","no","electronic_check",30,70.4
"yes","no","no","no","multiple_lines",346,119,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",18,85.2
"yes","yes","yes","no","multiple_lines",552,87,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",1,100.8
"yes","no","yes","yes","single_line",418,79,"digital","yes","no","no","no","no","yes","one_year","yes","electronic_check",7,49.75
"yes","no","no","no","single_line",436,66,"digital","no","no","no","no","yes","no","month_to_month","yes","credit_card",10,44.85
"no","yes","no","no","multiple_lines",323,118,"fiber_optic","yes","yes","yes","no","yes","yes","one_year","yes","electronic_check",35,108.35
"no","no","yes","yes","multiple_lines",358,115,"fiber_optic","yes","yes","no","yes","yes","yes","month_to_month","no","electronic_check",27,100.75
"no","no","yes","yes","single_line",404,110,"fiber_optic","yes","no","yes","yes","no","yes","month_to_month","yes","bank_draft",52,84.05
"no","no","yes","no","single_line",300,93,"fiber_optic","no","no","no","no","no","yes","month_to_month","no","electronic_check",4,70.5
"yes","no","yes","no","single_line",296,64,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","bank_draft",7,75.15
"no","no","yes","no","multiple_lines",333,137,"fiber_optic","no","yes","yes","yes","no","yes","two_year","yes","bank_draft",70,98.7
"no","no","no","yes","single_line",317,34,"digital","no","no","no","yes","no","no","one_year","yes","electronic_check",23,49.45
"yes","no","no","yes","single_line",297,60,"digital","no","no","no","no","no","no","month_to_month","yes","mailed_check",17,64.7
"no","no","yes","yes","multiple_lines",436,147,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","credit_card",72,116.4
"no","no","no","yes","single_line",283,116,"digital","yes","no","yes","no","yes","yes","one_year","no","mailed_check",21,64.85
"no","no","no","no","single_line",345,83,"digital","no","no","no","yes","yes","no","month_to_month","yes","mailed_check",10,60.95
"no","no","yes","yes","single_line",321,94,"digital","no","no","no","no","no","no","one_year","yes","mailed_check",8,43.45
"no","yes","yes","no","single_line",258,114,"fiber_optic","no","no","no","no","yes","yes","month_to_month","no","credit_card",34,71.55
"yes","yes","yes","no","single_line",255,145,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",46,80.4
"no","no","yes","yes","single_line",293,115,"digital","yes","no","no","no","yes","yes","month_to_month","yes","credit_card",8,51.3
"no","no","yes","no","single_line",385,116,"digital","yes","no","yes","no","no","yes","two_year","no","credit_card",45,53.3
"yes","no","no","no","multiple_lines",352,97,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",1,86.6
"no","no","no","no","single_line",314,166,"digital","no","no","no","yes","no","no","month_to_month","no","electronic_check",8,49.4
"yes","no","no","no","single_line",235,55,"digital","yes","no","no","no","yes","no","month_to_month","yes","credit_card",22,48.8
"no","no","yes","no","single_line",339,68,"digital","yes","no","no","yes","yes","no","month_to_month","no","electronic_check",57,55.7
"no","no","yes","yes","multiple_lines",314,55,"digital","yes","yes","yes","no","no","yes","two_year","no","electronic_check",24,64.35
"no","no","no","no","single_line",345,130,"digital","yes","yes","no","no","no","yes","one_year","no","electronic_check",34,64.35
"no","no","no","no","multiple_lines",335,170,"digital","no","no","no","no","no","no","month_to_month","yes","mailed_check",44,50.15
"yes","no","no","no","single_line",333,80,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","electronic_check",2,95.65
"no","no","no","no","single_line",198,54,"digital","no","no","no","no","no","no","month_to_month","yes","credit_card",1,44.55
"no","no","yes","yes","multiple_lines",415,143,"fiber_optic","no","yes","yes","no","no","no","one_year","yes","credit_card",52,95.7
"no","no","no","no","single_line",178,78,"digital","no","no","no","no","no","no","month_to_month","yes","electronic_check",1,54.65
"no","no","yes","yes","multiple_lines",354,86,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","bank_draft",45,95.95
"no","yes","no","no","single_line",290,112,"fiber_optic","yes","yes","no","yes","no","no","month_to_month","yes","mailed_check",19,105
"yes","no","no","yes","single_line",308,69,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",25,95.9
"no","no","no","no","single_line",228,83,"digital","no","no","no","no","yes","no","month_to_month","yes","bank_draft",10,56.75
"yes","no","yes","yes","single_line",350,115,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",20,70.45
"no","no","yes","no","single_line",206,82,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",15,68.6
"yes","no","no","no","single_line",339,95,"fiber_optic","yes","yes","yes","no","yes","yes","month_to_month","yes","credit_card",38,83.9
"no","no","yes","no","single_line",328,99,"digital","no","yes","yes","yes","yes","yes","two_year","yes","credit_card",62,60.15
"no","no","no","no","single_line",332,63,"digital","yes","yes","no","yes","no","yes","two_year","no","credit_card",21,71.05
"yes","no","yes","no","single_line",325,72,"fiber_optic","yes","yes","no","yes","yes","yes","one_year","no","mailed_check",14,105.95
"no","no","yes","no","single_line",229,75,"digital","no","no","no","yes","no","no","month_to_month","no","bank_draft",34,50.2
"no","no","yes","yes","multiple_lines",417,129,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",15,105.35
"no","no","no","no","single_line",224,97,"digital","no","no","no","no","no","no","month_to_month","no","electronic_check",26,45.45
"yes","no","no","no","multiple_lines",438,114,"fiber_optic","yes","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",12,99.7
"no","no","no","no","multiple_lines",380,83,"fiber_optic","yes","yes","yes","yes","no","yes","two_year","no","mailed_check",71,111.3
"no","no","yes","yes","multiple_lines",360,73,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","yes","electronic_check",72,114
"no","no","no","yes","single_line",345,97,"digital","no","no","no","no","yes","yes","one_year","no","mailed_check",17,44.6
"no","no","yes","yes","multiple_lines",499,137,"digital","no","yes","yes","no","no","yes","month_to_month","no","credit_card",29,80.1
"yes","yes","no","no","single_line",286,58,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,69.75
"yes","yes","yes","yes","multiple_lines",356,123,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","no","electronic_check",26,105.75
"no","no","no","no","multiple_lines",420,166,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",9,81.15
"no","no","yes","yes","multiple_lines",327,90,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","credit_card",72,107.45
"no","no","no","no","single_line",505,86,"digital","no","no","yes","no","no","no","month_to_month","no","credit_card",23,49.7
"no","yes","no","no","single_line",191,65,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",4,94.75
"yes","no","no","no","multiple_lines",422,83,"fiber_optic","yes","yes","yes","no","no","no","two_year","yes","bank_draft",57,112.95
"no","no","no","no","single_line",316,117,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",2,69.7
"no","no","no","no","single_line",329,91,"digital","no","no","yes","no","no","yes","month_to_month","no","mailed_check",6,60.9
"yes","no","no","no","multiple_lines",409,104,"fiber_optic","no","no","yes","yes","yes","no","two_year","yes","bank_draft",69,106.5
"no","no","yes","yes","single_line",435,111,"digital","yes","yes","yes","yes","yes","no","one_year","no","bank_draft",61,84.9
"yes","yes","no","no","multiple_lines",510,71,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",16,96.15
"no","no","no","yes","multiple_lines",356,83,"digital","yes","no","yes","no","yes","no","one_year","yes","credit_card",48,78.75
"yes","yes","no","no","single_line",322,73,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",5,89.5
"yes","yes","no","no","single_line",406,101,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",8,92.1
"yes","yes","no","no","multiple_lines",363,96,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",18,95.45
"no","no","yes","yes","multiple_lines",419,90,"fiber_optic","no","no","no","yes","no","yes","month_to_month","yes","credit_card",39,99.95
"no","no","no","no","single_line",374,96,"fiber_optic","yes","no","no","yes","yes","yes","two_year","yes","electronic_check",33,88.95
"no","no","yes","no","single_line",343,110,"fiber_optic","yes","yes","no","yes","no","yes","one_year","no","bank_draft",61,93.7
"yes","no","yes","yes","single_line",346,108,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","bank_draft",11,79.5
"no","no","no","yes","single_line",52,87,"fiber_optic","no","no","no","no","no","no","two_year","no","credit_card",50,70.35
"yes","no","no","yes","multiple_lines",478,97,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",1,99.75
"no","no","no","yes","single_line",204,106,"digital","yes","yes","no","no","yes","no","one_year","no","credit_card",35,55.6
